x-axis,1,2,3
second,Volt,Volt,Volt
+10.010000E-03,-12.515625000E+00,-1.498046875E+00,+441.796899E-03
+10.015000E-03,-12.515625000E+00,-1.595703125E+00,+469.140649E-03
+10.020000E-03,-12.515625000E+00,-1.693359375E+00,+496.484399E-03
+10.025000E-03,-12.515625000E+00,-1.781250000E+00,+523.828149E-03
+10.030000E-03,-12.515625000E+00,-1.878906250E+00,+551.171899E-03
+10.035000E-03,-12.476562500E+00,-1.976562500E+00,+578.515649E-03
+10.040000E-03,-12.476562500E+00,-2.064453125E+00,+603.906274E-03
+10.045000E-03,-12.515625000E+00,-2.162109375E+00,+631.250024E-03
+10.050000E-03,-12.515625000E+00,-2.269531250E+00,+656.640649E-03
+10.055000E-03,-12.515625000E+00,-2.367187500E+00,+680.078149E-03
+10.060000E-03,-12.515625000E+00,-2.455078125E+00,+703.515649E-03
+10.065000E-03,-12.476562500E+00,-2.552734375E+00,+726.953149E-03
+10.070000E-03,-12.515625000E+00,-2.660156250E+00,+748.437524E-03
+10.075000E-03,-12.515625000E+00,-2.757812500E+00,+769.921899E-03
+10.080000E-03,-12.515625000E+00,-2.855468750E+00,+789.453149E-03
+10.085000E-03,-12.515625000E+00,-2.953125000E+00,+808.984399E-03
+10.090000E-03,-12.515625000E+00,-3.041015625E+00,+826.562524E-03
+10.095000E-03,-12.515625000E+00,-3.128906250E+00,+842.187524E-03
+10.100000E-03,-12.515625000E+00,-3.216796875E+00,+859.765649E-03
+10.105000E-03,-12.515625000E+00,-3.304687500E+00,+875.390649E-03
+10.110000E-03,-12.515625000E+00,-3.412109375E+00,+889.062524E-03
+10.115000E-03,-12.515625000E+00,-3.519531250E+00,+904.687524E-03
+10.120000E-03,-12.515625000E+00,-3.617187500E+00,+918.359399E-03
+10.125000E-03,-12.515625000E+00,-3.705078125E+00,+930.078149E-03
+10.130000E-03,-12.515625000E+00,-3.792968750E+00,+941.796899E-03
+10.135000E-03,-12.515625000E+00,-3.890625000E+00,+951.562524E-03
+10.140000E-03,-12.554687500E+00,-3.988281250E+00,+959.375024E-03
+10.145000E-03,-12.515625000E+00,-4.085937500E+00,+969.140649E-03
+10.150000E-03,-12.515625000E+00,-4.183593750E+00,+976.953149E-03
+10.155000E-03,-12.515625000E+00,-4.281250000E+00,+984.765649E-03
+10.160000E-03,-12.515625000E+00,-4.378906250E+00,+990.625024E-03
+10.165000E-03,-12.515625000E+00,-4.476562500E+00,+996.484399E-03
+10.170000E-03,-12.515625000E+00,-4.574218750E+00,+1.002343774E+00
+10.175000E-03,-12.476562500E+00,-4.681640625E+00,+1.006250024E+00
+10.180000E-03,-12.437500000E+00,-4.779296875E+00,+1.010156274E+00
+10.185000E-03,-8.453125000E+00,-4.876953125E+00,+1.014062524E+00
+10.190000E-03,+11.195312500E+00,-4.857421875E+00,+1.016015649E+00
+10.195000E-03,+11.351562500E+00,-4.769531250E+00,+1.012109399E+00
+10.200000E-03,+11.351562500E+00,-4.662109375E+00,+1.006250024E+00
+10.205000E-03,+11.390625000E+00,-4.544921875E+00,+1.000390649E+00
+10.210000E-03,+11.390625000E+00,-4.447265625E+00,+994.531274E-03
+10.215000E-03,+11.429687500E+00,-4.339843750E+00,+988.671899E-03
+10.220000E-03,+11.429687500E+00,-4.242187500E+00,+980.859399E-03
+10.225000E-03,+11.429687500E+00,-4.144531250E+00,+973.046899E-03
+10.230000E-03,+11.468750000E+00,-4.046875000E+00,+965.234399E-03
+10.235000E-03,+11.468750000E+00,-3.958984375E+00,+955.468774E-03
+10.240000E-03,+11.468750000E+00,-3.851562500E+00,+943.750024E-03
+10.245000E-03,+11.468750000E+00,-3.744140625E+00,+932.031274E-03
+10.250000E-03,+11.507812500E+00,-3.656250000E+00,+920.312524E-03
+10.255000E-03,+11.507812500E+00,-3.558593750E+00,+906.640649E-03
+10.260000E-03,+11.507812500E+00,-3.451171875E+00,+892.968774E-03
+10.265000E-03,+11.546875000E+00,-3.353515625E+00,+877.343774E-03
+10.270000E-03,+11.546875000E+00,-3.255859375E+00,+861.718774E-03
+10.275000E-03,+11.546875000E+00,-3.167968750E+00,+844.140649E-03
+10.280000E-03,+11.546875000E+00,-3.070312500E+00,+826.562524E-03
+10.285000E-03,+11.585937500E+00,-2.982421875E+00,+808.984399E-03
+10.290000E-03,+11.585937500E+00,-2.894531250E+00,+789.453149E-03
+10.295000E-03,+11.585937500E+00,-2.796875000E+00,+767.968774E-03
+10.300000E-03,+11.585937500E+00,-2.689453125E+00,+748.437524E-03
+10.305000E-03,+11.585937500E+00,-2.591796875E+00,+725.000024E-03
+10.310000E-03,+11.625000000E+00,-2.484375000E+00,+701.562524E-03
+10.315000E-03,+11.625000000E+00,-2.386718750E+00,+676.171899E-03
+10.320000E-03,+11.625000000E+00,-2.298828125E+00,+650.781274E-03
+10.325000E-03,+11.625000000E+00,-2.201171875E+00,+625.390649E-03
+10.330000E-03,+11.585937500E+00,-2.103515625E+00,+600.000024E-03
+10.335000E-03,+11.625000000E+00,-2.005859375E+00,+572.656274E-03
+10.340000E-03,+11.625000000E+00,-1.898437500E+00,+545.312524E-03
+10.345000E-03,+11.625000000E+00,-1.800781250E+00,+516.015649E-03
+10.350000E-03,+11.625000000E+00,-1.703125000E+00,+488.671899E-03
+10.355000E-03,+11.625000000E+00,-1.605468750E+00,+461.328149E-03
+10.360000E-03,+11.625000000E+00,-1.507812500E+00,+433.984399E-03
+10.365000E-03,+11.625000000E+00,-1.419921875E+00,+406.640649E-03
+10.370000E-03,+11.664062500E+00,-1.322265625E+00,+377.343774E-03
+10.375000E-03,+11.664062500E+00,-1.214843750E+00,+346.093774E-03
+10.380000E-03,+11.664062500E+00,-1.117187500E+00,+316.796899E-03
+10.385000E-03,+11.664062500E+00,-1.019531250E+00,+287.500024E-03
+10.390000E-03,+11.664062500E+00,-912.109375E-03,+254.296899E-03
+10.395000E-03,+11.664062500E+00,-814.453125E-03,+223.046899E-03
+10.400000E-03,+11.664062500E+00,-707.031250E-03,+191.796899E-03
+10.405000E-03,+11.664062500E+00,-609.375000E-03,+160.546899E-03
+10.410000E-03,+11.664062500E+00,-521.484375E-03,+127.343774E-03
+10.415000E-03,+11.664062500E+00,-433.593750E-03,+96.093774E-03
+10.420000E-03,+11.664062500E+00,-335.937500E-03,+62.890649E-03
+10.425000E-03,+11.664062500E+00,-238.281250E-03,+31.640649E-03
+10.430000E-03,+11.664062500E+00,-140.625000E-03,+390.649E-06
+10.435000E-03,+11.703125000E+00,-33.203125E-03,-32.812476E-03
+10.440000E-03,+11.703125000E+00,+64.453125E-03,-64.062476E-03
+10.445000E-03,+11.703125000E+00,+162.109375E-03,-97.265601E-03
+10.450000E-03,+11.703125000E+00,+259.765625E-03,-128.515601E-03
+10.455000E-03,+11.664062500E+00,+347.656250E-03,-161.718726E-03
+10.460000E-03,+11.664062500E+00,+445.312500E-03,-192.968726E-03
+10.465000E-03,+11.664062500E+00,+552.734375E-03,-226.171851E-03
+10.470000E-03,+11.664062500E+00,+660.156250E-03,-257.421851E-03
+10.475000E-03,+11.703125000E+00,+757.812500E-03,-288.671851E-03
+10.480000E-03,+11.703125000E+00,+845.703125E-03,-319.921851E-03
+10.485000E-03,+11.703125000E+00,+933.593750E-03,-349.218726E-03
+10.490000E-03,+11.664062500E+00,+1.041015625E+00,-378.515601E-03
+10.495000E-03,+11.703125000E+00,+1.138671875E+00,-407.812476E-03
+10.500000E-03,+11.703125000E+00,+1.246093750E+00,-437.109351E-03
+10.505000E-03,+11.703125000E+00,+1.343750000E+00,-466.406226E-03
+10.510000E-03,+11.703125000E+00,+1.451171875E+00,-495.703101E-03
+10.515000E-03,+11.703125000E+00,+1.539062500E+00,-523.046851E-03
+10.520000E-03,+11.703125000E+00,+1.646484375E+00,-548.437476E-03
+10.525000E-03,+11.703125000E+00,+1.744140625E+00,-573.828101E-03
+10.530000E-03,+11.703125000E+00,+1.851562500E+00,-599.218726E-03
+10.535000E-03,+11.703125000E+00,+1.949218750E+00,-622.656226E-03
+10.540000E-03,+11.703125000E+00,+2.046875000E+00,-648.046851E-03
+10.545000E-03,+11.703125000E+00,+2.144531250E+00,-671.484351E-03
+10.550000E-03,+11.703125000E+00,+2.242187500E+00,-694.921851E-03
+10.555000E-03,+11.703125000E+00,+2.339843750E+00,-718.359351E-03
+10.560000E-03,+11.703125000E+00,+2.437500000E+00,-739.843726E-03
+10.565000E-03,+11.703125000E+00,+2.544921875E+00,-761.328101E-03
+10.570000E-03,+11.703125000E+00,+2.632812500E+00,-780.859351E-03
+10.575000E-03,+11.703125000E+00,+2.730468750E+00,-800.390601E-03
+10.580000E-03,+11.703125000E+00,+2.828125000E+00,-817.968726E-03
+10.585000E-03,+11.703125000E+00,+2.925781250E+00,-837.499976E-03
+10.590000E-03,+11.664062500E+00,+3.023437500E+00,-853.124976E-03
+10.595000E-03,+11.703125000E+00,+3.111328125E+00,-870.703101E-03
+10.600000E-03,+11.703125000E+00,+3.208984375E+00,-886.328101E-03
+10.605000E-03,+11.703125000E+00,+3.306640625E+00,-899.999976E-03
+10.610000E-03,+11.703125000E+00,+3.404296875E+00,-913.671851E-03
+10.615000E-03,+11.703125000E+00,+3.492187500E+00,-925.390601E-03
+10.620000E-03,+11.703125000E+00,+3.580078125E+00,-939.062476E-03
+10.625000E-03,+11.703125000E+00,+3.677734375E+00,-948.828101E-03
+10.630000E-03,+11.664062500E+00,+3.785156250E+00,-960.546851E-03
+10.635000E-03,+11.703125000E+00,+3.882812500E+00,-970.312476E-03
+10.640000E-03,+11.703125000E+00,+3.980468750E+00,-978.124976E-03
+10.645000E-03,+11.703125000E+00,+4.078125000E+00,-983.984351E-03
+10.650000E-03,+11.703125000E+00,+4.166015625E+00,-991.796851E-03
+10.655000E-03,+11.703125000E+00,+4.263671875E+00,-999.609351E-03
+10.660000E-03,+11.703125000E+00,+4.351562500E+00,-1.003515601E+00
+10.665000E-03,+11.703125000E+00,+4.439453125E+00,-1.009374976E+00
+10.670000E-03,+11.703125000E+00,+4.527343750E+00,-1.013281226E+00
+10.675000E-03,+11.703125000E+00,+4.625000000E+00,-1.017187476E+00
+10.680000E-03,+11.703125000E+00,+4.722656250E+00,-1.021093726E+00
+10.685000E-03,+11.703125000E+00,+4.810546875E+00,-1.024999976E+00
+10.690000E-03,+11.703125000E+00,+4.908203125E+00,-1.026953101E+00
+10.695000E-03,+11.703125000E+00,+5.005859375E+00,-1.030859351E+00
+10.700000E-03,-5.757812500E+00,+5.064453125E+00,-1.032812476E+00
+10.705000E-03,-12.125000000E+00,+4.966796875E+00,-1.028906226E+00
+10.710000E-03,-12.125000000E+00,+4.869140625E+00,-1.024999976E+00
+10.715000E-03,-12.164062500E+00,+4.771484375E+00,-1.023046851E+00
+10.720000E-03,-12.164062500E+00,+4.673828125E+00,-1.019140601E+00
+10.725000E-03,-12.164062500E+00,+4.576171875E+00,-1.015234351E+00
+10.730000E-03,-12.203125000E+00,+4.478515625E+00,-1.009374976E+00
+10.735000E-03,-12.242187500E+00,+4.380859375E+00,-1.003515601E+00
+10.740000E-03,-12.242187500E+00,+4.283203125E+00,-997.656226E-03
+10.745000E-03,-12.281250000E+00,+4.185546875E+00,-991.796851E-03
+10.750000E-03,-12.281250000E+00,+4.097656250E+00,-983.984351E-03
+10.755000E-03,-12.281250000E+00,+3.990234375E+00,-974.218726E-03
+10.760000E-03,-12.320312500E+00,+3.882812500E+00,-966.406226E-03
+10.765000E-03,-12.320312500E+00,+3.775390625E+00,-956.640601E-03
+10.770000E-03,-12.320312500E+00,+3.677734375E+00,-944.921851E-03
+10.775000E-03,-12.359375000E+00,+3.570312500E+00,-933.203101E-03
+10.780000E-03,-12.359375000E+00,+3.482421875E+00,-919.531226E-03
+10.785000E-03,-12.359375000E+00,+3.384765625E+00,-905.859351E-03
+10.790000E-03,-12.359375000E+00,+3.287109375E+00,-892.187476E-03
+10.795000E-03,-12.359375000E+00,+3.199218750E+00,-876.562476E-03
+10.800000E-03,-12.359375000E+00,+3.082031250E+00,-858.984351E-03
+10.805000E-03,-12.398437500E+00,+2.994140625E+00,-841.406226E-03
+10.810000E-03,-12.398437500E+00,+2.896484375E+00,-823.828101E-03
+10.815000E-03,-12.359375000E+00,+2.798828125E+00,-804.296851E-03
+10.820000E-03,-12.398437500E+00,+2.691406250E+00,-784.765601E-03
+10.825000E-03,-12.398437500E+00,+2.583984375E+00,-763.281226E-03
+10.830000E-03,-12.398437500E+00,+2.496093750E+00,-743.749976E-03
+10.835000E-03,-12.398437500E+00,+2.398437500E+00,-720.312476E-03
+10.840000E-03,-12.398437500E+00,+2.291015625E+00,-696.874976E-03
+10.845000E-03,-12.398437500E+00,+2.193359375E+00,-671.484351E-03
+10.850000E-03,-12.398437500E+00,+2.085937500E+00,-646.093726E-03
+10.855000E-03,-12.437500000E+00,+1.988281250E+00,-620.703101E-03
+10.860000E-03,-12.437500000E+00,+1.890625000E+00,-597.265601E-03
+10.865000E-03,-12.437500000E+00,+1.783203125E+00,-571.874976E-03
+10.870000E-03,-12.437500000E+00,+1.675781250E+00,-544.531226E-03
+10.875000E-03,-12.437500000E+00,+1.578125000E+00,-519.140601E-03
+10.880000E-03,-12.437500000E+00,+1.480468750E+00,-489.843726E-03
+10.885000E-03,-12.476562500E+00,+1.382812500E+00,-460.546851E-03
+10.890000E-03,-12.476562500E+00,+1.275390625E+00,-431.249976E-03
+10.895000E-03,-12.476562500E+00,+1.167968750E+00,-399.999976E-03
+10.900000E-03,-12.476562500E+00,+1.070312500E+00,-370.703101E-03
+10.905000E-03,-12.476562500E+00,+962.890625E-03,-341.406226E-03
+10.910000E-03,-12.476562500E+00,+855.468750E-03,-310.156226E-03
+10.915000E-03,-12.476562500E+00,+757.812500E-03,-278.906226E-03
+10.920000E-03,-12.476562500E+00,+669.921875E-03,-247.656226E-03
+10.925000E-03,-12.476562500E+00,+562.500000E-03,-214.453101E-03
+10.930000E-03,-12.476562500E+00,+445.312500E-03,-183.203101E-03
+10.935000E-03,-12.476562500E+00,+347.656250E-03,-149.999976E-03
+10.940000E-03,-12.476562500E+00,+259.765625E-03,-116.796851E-03
+10.945000E-03,-12.476562500E+00,+171.875000E-03,-83.593726E-03
+10.950000E-03,-12.476562500E+00,+64.453125E-03,-52.343726E-03
+10.955000E-03,-12.476562500E+00,-23.437500E-03,-19.140601E-03
+10.960000E-03,-12.476562500E+00,-121.093750E-03,+12.109399E-03
+10.965000E-03,-12.476562500E+00,-238.281250E-03,+45.312524E-03
+10.970000E-03,-12.476562500E+00,-326.171875E-03,+76.562524E-03
+10.975000E-03,-12.476562500E+00,-414.062500E-03,+109.765649E-03
+10.980000E-03,-12.515625000E+00,-511.718750E-03,+141.015649E-03
+10.985000E-03,-12.476562500E+00,-609.375000E-03,+172.265649E-03
+10.990000E-03,-12.515625000E+00,-707.031250E-03,+203.515649E-03
+10.995000E-03,-12.515625000E+00,-814.453125E-03,+234.765649E-03
+11.000000E-03,-12.476562500E+00,-921.875000E-03,+267.968774E-03
+11.005000E-03,-12.515625000E+00,-1.009765625E+00,+299.218774E-03
+11.010000E-03,-12.515625000E+00,-1.117187500E+00,+328.515649E-03
+11.015000E-03,-12.515625000E+00,-1.214843750E+00,+357.812524E-03
+11.020000E-03,-12.476562500E+00,-1.312500000E+00,+387.109399E-03
+11.025000E-03,-12.515625000E+00,-1.419921875E+00,+416.406274E-03
+11.030000E-03,-12.515625000E+00,-1.507812500E+00,+443.750024E-03
+11.035000E-03,-12.515625000E+00,-1.605468750E+00,+471.093774E-03
+11.040000E-03,-12.515625000E+00,-1.703125000E+00,+496.484399E-03
+11.045000E-03,-12.515625000E+00,-1.791015625E+00,+525.781274E-03
+11.050000E-03,-12.515625000E+00,-1.888671875E+00,+553.125024E-03
+11.055000E-03,-12.515625000E+00,-1.996093750E+00,+580.468774E-03
+11.060000E-03,-12.515625000E+00,-2.083984375E+00,+605.859399E-03
+11.065000E-03,-12.515625000E+00,-2.181640625E+00,+633.203149E-03
+11.070000E-03,-12.515625000E+00,-2.279296875E+00,+658.593774E-03
+11.075000E-03,-12.515625000E+00,-2.376953125E+00,+682.031274E-03
+11.080000E-03,-12.515625000E+00,-2.464843750E+00,+705.468774E-03
+11.085000E-03,-12.515625000E+00,-2.562500000E+00,+728.906274E-03
+11.090000E-03,-12.515625000E+00,-2.669921875E+00,+750.390649E-03
+11.095000E-03,-12.515625000E+00,-2.767578125E+00,+771.875024E-03
+11.100000E-03,-12.515625000E+00,-2.865234375E+00,+791.406274E-03
+11.105000E-03,-12.515625000E+00,-2.953125000E+00,+808.984399E-03
+11.110000E-03,-12.515625000E+00,-3.041015625E+00,+826.562524E-03
+11.115000E-03,-12.515625000E+00,-3.138671875E+00,+844.140649E-03
+11.120000E-03,-12.515625000E+00,-3.226562500E+00,+859.765649E-03
+11.125000E-03,-12.515625000E+00,-3.314453125E+00,+875.390649E-03
+11.130000E-03,-12.515625000E+00,-3.412109375E+00,+891.015649E-03
+11.135000E-03,-12.515625000E+00,-3.519531250E+00,+904.687524E-03
+11.140000E-03,-12.515625000E+00,-3.617187500E+00,+918.359399E-03
+11.145000E-03,-12.515625000E+00,-3.705078125E+00,+930.078149E-03
+11.150000E-03,-12.515625000E+00,-3.802734375E+00,+941.796899E-03
+11.155000E-03,-12.554687500E+00,-3.900390625E+00,+951.562524E-03
+11.160000E-03,-12.515625000E+00,-3.998046875E+00,+959.375024E-03
+11.165000E-03,-12.515625000E+00,-4.095703125E+00,+969.140649E-03
+11.170000E-03,-12.515625000E+00,-4.193359375E+00,+976.953149E-03
+11.175000E-03,-12.515625000E+00,-4.291015625E+00,+984.765649E-03
+11.180000E-03,-12.515625000E+00,-4.388671875E+00,+988.671899E-03
+11.185000E-03,-12.515625000E+00,-4.486328125E+00,+996.484399E-03
+11.190000E-03,-12.476562500E+00,-4.583984375E+00,+1.002343774E+00
+11.195000E-03,-12.476562500E+00,-4.691406250E+00,+1.006250024E+00
+11.200000E-03,-12.437500000E+00,-4.789062500E+00,+1.010156274E+00
+11.205000E-03,-6.734375000E+00,-4.886718750E+00,+1.014062524E+00
+11.210000E-03,+11.351562500E+00,-4.857421875E+00,+1.016015649E+00
+11.215000E-03,+11.351562500E+00,-4.759765625E+00,+1.010156274E+00
+11.220000E-03,+11.351562500E+00,-4.652343750E+00,+1.004296899E+00
+11.225000E-03,+11.390625000E+00,-4.544921875E+00,+998.437524E-03
+11.230000E-03,+11.390625000E+00,-4.437500000E+00,+992.578149E-03
+11.235000E-03,+11.429687500E+00,-4.330078125E+00,+986.718774E-03
+11.240000E-03,+11.429687500E+00,-4.232421875E+00,+978.906274E-03
+11.245000E-03,+11.468750000E+00,-4.134765625E+00,+973.046899E-03
+11.250000E-03,+11.468750000E+00,-4.037109375E+00,+963.281274E-03
+11.255000E-03,+11.468750000E+00,-3.939453125E+00,+953.515649E-03
+11.260000E-03,+11.468750000E+00,-3.841796875E+00,+943.750024E-03
+11.265000E-03,+11.507812500E+00,-3.734375000E+00,+930.078149E-03
+11.270000E-03,+11.507812500E+00,-3.646484375E+00,+918.359399E-03
+11.275000E-03,+11.507812500E+00,-3.548828125E+00,+904.687524E-03
+11.280000E-03,+11.546875000E+00,-3.451171875E+00,+891.015649E-03
+11.285000E-03,+11.546875000E+00,-3.343750000E+00,+875.390649E-03
+11.290000E-03,+11.546875000E+00,-3.246093750E+00,+857.812524E-03
+11.295000E-03,+11.546875000E+00,-3.158203125E+00,+842.187524E-03
+11.300000E-03,+11.585937500E+00,-3.060546875E+00,+824.609399E-03
+11.305000E-03,+11.546875000E+00,-2.972656250E+00,+807.031274E-03
+11.310000E-03,+11.585937500E+00,-2.875000000E+00,+787.500024E-03
+11.315000E-03,+11.585937500E+00,-2.777343750E+00,+766.015649E-03
+11.320000E-03,+11.585937500E+00,-2.679687500E+00,+744.531274E-03
+11.325000E-03,+11.625000000E+00,-2.582031250E+00,+723.046899E-03
+11.330000E-03,+11.625000000E+00,-2.474609375E+00,+697.656274E-03
+11.335000E-03,+11.625000000E+00,-2.367187500E+00,+674.218774E-03
+11.340000E-03,+11.625000000E+00,-2.279296875E+00,+648.828149E-03
+11.345000E-03,+11.625000000E+00,-2.191406250E+00,+623.437524E-03
+11.350000E-03,+11.625000000E+00,-2.083984375E+00,+596.093774E-03
+11.355000E-03,+11.625000000E+00,-1.976562500E+00,+568.750024E-03
+11.360000E-03,+11.625000000E+00,-1.888671875E+00,+541.406274E-03
+11.365000E-03,+11.625000000E+00,-1.791015625E+00,+512.109399E-03
+11.370000E-03,+11.625000000E+00,-1.703125000E+00,+486.718774E-03
+11.375000E-03,+11.625000000E+00,-1.605468750E+00,+459.375024E-03
+11.380000E-03,+11.625000000E+00,-1.507812500E+00,+432.031274E-03
+11.385000E-03,+11.625000000E+00,-1.410156250E+00,+402.734399E-03
+11.390000E-03,+11.625000000E+00,-1.312500000E+00,+373.437524E-03
+11.395000E-03,+11.664062500E+00,-1.205078125E+00,+344.140649E-03
+11.400000E-03,+11.664062500E+00,-1.097656250E+00,+314.843774E-03
+11.405000E-03,+11.664062500E+00,-1.009765625E+00,+283.593774E-03
+11.410000E-03,+11.664062500E+00,-912.109375E-03,+250.390649E-03
+11.415000E-03,+11.664062500E+00,-804.687500E-03,+219.140649E-03
+11.420000E-03,+11.664062500E+00,-697.265625E-03,+187.890649E-03
+11.425000E-03,+11.664062500E+00,-599.609375E-03,+156.640649E-03
+11.430000E-03,+11.664062500E+00,-511.718750E-03,+125.390649E-03
+11.435000E-03,+11.703125000E+00,-423.828125E-03,+94.140649E-03
+11.440000E-03,+11.664062500E+00,-316.406250E-03,+60.937524E-03
+11.445000E-03,+11.664062500E+00,-228.515625E-03,+27.734399E-03
+11.450000E-03,+11.703125000E+00,-130.859375E-03,-3.515601E-03
+11.455000E-03,+11.703125000E+00,-23.437500E-03,-34.765601E-03
+11.460000E-03,+11.703125000E+00,+74.218750E-03,-66.015601E-03
+11.465000E-03,+11.703125000E+00,+171.875000E-03,-99.218726E-03
+11.470000E-03,+11.703125000E+00,+259.765625E-03,-132.421851E-03
+11.475000E-03,+11.664062500E+00,+357.421875E-03,-163.671851E-03
+11.480000E-03,+11.703125000E+00,+455.078125E-03,-196.874976E-03
+11.485000E-03,+11.703125000E+00,+562.500000E-03,-228.124976E-03
+11.490000E-03,+11.703125000E+00,+669.921875E-03,-261.328101E-03
+11.495000E-03,+11.664062500E+00,+757.812500E-03,-290.624976E-03
+11.500000E-03,+11.664062500E+00,+855.468750E-03,-321.874976E-03
+11.505000E-03,+11.664062500E+00,+953.125000E-03,-353.124976E-03
+11.510000E-03,+11.703125000E+00,+1.050781250E+00,-380.468726E-03
+11.515000E-03,+11.664062500E+00,+1.158203125E+00,-411.718726E-03
+11.520000E-03,+11.703125000E+00,+1.255859375E+00,-439.062476E-03
+11.525000E-03,+11.664062500E+00,+1.363281250E+00,-468.359351E-03
+11.530000E-03,+11.664062500E+00,+1.460937500E+00,-497.656226E-03
+11.535000E-03,+11.703125000E+00,+1.558593750E+00,-524.999976E-03
+11.540000E-03,+11.664062500E+00,+1.656250000E+00,-550.390601E-03
+11.545000E-03,+11.703125000E+00,+1.763671875E+00,-575.781226E-03
+11.550000E-03,+11.703125000E+00,+1.861328125E+00,-601.171851E-03
+11.555000E-03,+11.703125000E+00,+1.958984375E+00,-624.609351E-03
+11.560000E-03,+11.664062500E+00,+2.056640625E+00,-649.999976E-03
+11.565000E-03,+11.664062500E+00,+2.154296875E+00,-673.437476E-03
+11.570000E-03,+11.703125000E+00,+2.251953125E+00,-696.874976E-03
+11.575000E-03,+11.664062500E+00,+2.349609375E+00,-720.312476E-03
+11.580000E-03,+11.703125000E+00,+2.447265625E+00,-741.796851E-03
+11.585000E-03,+11.703125000E+00,+2.544921875E+00,-763.281226E-03
+11.590000E-03,+11.703125000E+00,+2.632812500E+00,-782.812476E-03
+11.595000E-03,+11.703125000E+00,+2.730468750E+00,-802.343726E-03
+11.600000E-03,+11.703125000E+00,+2.828125000E+00,-821.874976E-03
+11.605000E-03,+11.703125000E+00,+2.925781250E+00,-839.453101E-03
+11.610000E-03,+11.703125000E+00,+3.023437500E+00,-855.078101E-03
+11.615000E-03,+11.664062500E+00,+3.121093750E+00,-872.656226E-03
+11.620000E-03,+11.703125000E+00,+3.218750000E+00,-888.281226E-03
+11.625000E-03,+11.703125000E+00,+3.316406250E+00,-901.953101E-03
+11.630000E-03,+11.703125000E+00,+3.404296875E+00,-915.624976E-03
+11.635000E-03,+11.703125000E+00,+3.501953125E+00,-927.343726E-03
+11.640000E-03,+11.703125000E+00,+3.599609375E+00,-939.062476E-03
+11.645000E-03,+11.703125000E+00,+3.697265625E+00,-950.781226E-03
+11.650000E-03,+11.703125000E+00,+3.804687500E+00,-960.546851E-03
+11.655000E-03,+11.703125000E+00,+3.892578125E+00,-970.312476E-03
+11.660000E-03,+11.703125000E+00,+3.990234375E+00,-978.124976E-03
+11.665000E-03,+11.703125000E+00,+4.078125000E+00,-985.937476E-03
+11.670000E-03,+11.703125000E+00,+4.166015625E+00,-993.749976E-03
+11.675000E-03,+11.703125000E+00,+4.263671875E+00,-999.609351E-03
+11.680000E-03,+11.703125000E+00,+4.361328125E+00,-1.003515601E+00
+11.685000E-03,+11.703125000E+00,+4.458984375E+00,-1.009374976E+00
+11.690000E-03,+11.703125000E+00,+4.546875000E+00,-1.013281226E+00
+11.695000E-03,+11.703125000E+00,+4.644531250E+00,-1.017187476E+00
+11.700000E-03,+11.703125000E+00,+4.742187500E+00,-1.023046851E+00
+11.705000E-03,+11.703125000E+00,+4.830078125E+00,-1.024999976E+00
+11.710000E-03,+11.703125000E+00,+4.917968750E+00,-1.026953101E+00
+11.715000E-03,+11.664062500E+00,+5.005859375E+00,-1.030859351E+00
+11.720000E-03,-7.632812499E+00,+5.054687500E+00,-1.034765601E+00
+11.725000E-03,-12.125000000E+00,+4.957031250E+00,-1.028906226E+00
+11.730000E-03,-12.125000000E+00,+4.849609375E+00,-1.024999976E+00
+11.735000E-03,-12.164062500E+00,+4.761718750E+00,-1.021093726E+00
+11.740000E-03,-12.164062500E+00,+4.664062500E+00,-1.017187476E+00
+11.745000E-03,-12.164062500E+00,+4.566406250E+00,-1.013281226E+00
+11.750000E-03,-12.203125000E+00,+4.468750000E+00,-1.009374976E+00
+11.755000E-03,-12.242187500E+00,+4.380859375E+00,-1.003515601E+00
+11.760000E-03,-12.242187500E+00,+4.273437500E+00,-997.656226E-03
+11.765000E-03,-12.242187500E+00,+4.185546875E+00,-991.796851E-03
+11.770000E-03,-12.281250000E+00,+4.087890625E+00,-982.031226E-03
+11.775000E-03,-12.281250000E+00,+3.990234375E+00,-974.218726E-03
+11.780000E-03,-12.320312500E+00,+3.882812500E+00,-964.453101E-03
+11.785000E-03,-12.320312500E+00,+3.765625000E+00,-954.687476E-03
+11.790000E-03,-12.320312500E+00,+3.667968750E+00,-944.921851E-03
+11.795000E-03,-12.359375000E+00,+3.560546875E+00,-933.203101E-03
+11.800000E-03,-12.359375000E+00,+3.462890625E+00,-919.531226E-03
+11.805000E-03,-12.359375000E+00,+3.375000000E+00,-905.859351E-03
+11.810000E-03,-12.359375000E+00,+3.287109375E+00,-892.187476E-03
+11.815000E-03,-12.398437500E+00,+3.179687500E+00,-874.609351E-03
+11.820000E-03,-12.398437500E+00,+3.072265625E+00,-858.984351E-03
+11.825000E-03,-12.398437500E+00,+2.984375000E+00,-841.406226E-03
+11.830000E-03,-12.398437500E+00,+2.886718750E+00,-821.874976E-03
+11.835000E-03,-12.398437500E+00,+2.779296875E+00,-802.343726E-03
+11.840000E-03,-12.398437500E+00,+2.681640625E+00,-782.812476E-03
+11.845000E-03,-12.398437500E+00,+2.574218750E+00,-763.281226E-03
