x-axis,MATH
Hertz,dBV
+60.2000E+03,-76.82281E+00
+60.4000E+03,-84.45465E+00
+60.6000E+03,-90.23926E+00
+60.8000E+03,-93.63892E+00
+61.0000E+03,-95.08698E+00
+61.2000E+03,-95.75012E+00
+61.4000E+03,-101.03485E+00
+61.6000E+03,-98.72498E+00
+61.8000E+03,-91.56891E+00
+62.0000E+03,-87.84058E+00
+62.2000E+03,-86.74316E+00
+62.4000E+03,-86.84631E+00
+62.6000E+03,-85.78094E+00
+62.8000E+03,-86.03851E+00
+63.0000E+03,-95.54810E+00
+63.2000E+03,-104.90356E+00
+63.4000E+03,-95.18982E+00
+63.6000E+03,-91.75598E+00
+63.8000E+03,-93.33130E+00
+64.0000E+03,-92.65717E+00
+64.2000E+03,-89.61609E+00
+64.4000E+03,-91.04218E+00
+64.6000E+03,-90.17761E+00
+64.8000E+03,-86.32202E+00
+65.0000E+03,-83.56934E+00
+65.2000E+03,-83.57605E+00
+65.4000E+03,-86.79413E+00
+65.6000E+03,-93.78632E+00
+65.8000E+03,-98.51257E+00
+66.0000E+03,-98.34534E+00
+66.2000E+03,-98.78357E+00
+66.4000E+03,-102.41089E+00
+66.6000E+03,-101.46576E+00
+66.8000E+03,-94.85352E+00
+67.0000E+03,-93.90503E+00
+67.2000E+03,-99.05762E+00
+67.4000E+03,-102.27966E+00
+67.6000E+03,-98.51685E+00
+67.8000E+03,-94.33929E+00
+68.0000E+03,-91.51489E+00
+68.2000E+03,-91.10107E+00
+68.4000E+03,-89.01703E+00
+68.6000E+03,-81.38580E+00
+68.8000E+03,-70.74463E+00
+69.0000E+03,-63.40576E+00
+69.2000E+03,-58.88977E+00
+69.4000E+03,-56.51581E+00
+69.6000E+03,-56.08337E+00
+69.8000E+03,-57.73926E+00
+70.0000E+03,-61.86676E+00
+70.2000E+03,-69.24408E+00
+70.4000E+03,-78.97156E+00
+70.6000E+03,-87.01874E+00
+70.8000E+03,-93.40637E+00
+71.0000E+03,-96.69983E+00
+71.2000E+03,-92.28271E+00
+71.4000E+03,-89.85443E+00
+71.6000E+03,-90.96222E+00
+71.8000E+03,-91.53564E+00
+72.0000E+03,-91.86127E+00
+72.2000E+03,-93.10059E+00
+72.4000E+03,-88.94501E+00
+72.6000E+03,-89.09271E+00
+72.8000E+03,-92.60437E+00
+73.0000E+03,-95.88501E+00
+73.2000E+03,-94.91547E+00
+73.4000E+03,-91.28052E+00
+73.6000E+03,-90.86670E+00
+73.8000E+03,-90.25208E+00
+74.0000E+03,-89.19006E+00
+74.2000E+03,-88.48175E+00
+74.4000E+03,-88.65631E+00
+74.6000E+03,-90.15137E+00
+74.8000E+03,-91.46332E+00
+75.0000E+03,-90.89905E+00
+75.2000E+03,-88.50128E+00
+75.4000E+03,-88.66150E+00
+75.6000E+03,-94.01276E+00
+75.8000E+03,-96.06476E+00
+76.0000E+03,-93.92487E+00
+76.2000E+03,-94.38232E+00
+76.4000E+03,-96.17218E+00
+76.6000E+03,-93.66119E+00
+76.8000E+03,-94.06403E+00
+77.0000E+03,-96.78497E+00
+77.2000E+03,-99.48395E+00
+77.4000E+03,-98.00232E+00
+77.6000E+03,-96.71082E+00
+77.8000E+03,-99.38110E+00
+78.0000E+03,-93.24615E+00
