time	V(n002)
1.226854476661596e-002	1.257585e+000
1.226916754177955e-002	-1.585128e-001
1.226981656222106e-002	-1.640472e+000
1.227045670859719e-002	-2.976182e+000
1.227104192616954e-002	-3.979617e+000
1.227164594098052e-002	-4.710289e+000
1.227222287450598e-002	-5.135159e+000
1.227237619639725e-002	-5.187140e+000
1.227252379982924e-002	-5.193069e+000
1.227269772378057e-002	-5.166495e+000
1.227287147448631e-002	-5.104626e+000
1.227307596789753e-002	-4.989740e+000
1.227324173707204e-002	-4.862594e+000
1.227342600438101e-002	-4.675148e+000
1.227379453899895e-002	-4.197950e+000
1.227415877560676e-002	-3.606768e+000
1.227467462598058e-002	-2.584022e+000
1.227533689616803e-002	-1.084585e+000
1.227592246559476e-002	3.280670e-001
1.227652997585092e-002	1.764926e+000
1.227717217794747e-002	3.122142e+000
1.227773476289505e-002	4.066851e+000
1.227831070548337e-002	4.728709e+000
1.227875508416207e-002	5.000792e+000
1.227913588679467e-002	5.046013e+000
1.227950077742164e-002	4.905691e+000
1.228023055867557e-002	4.241642e+000
1.228091721631706e-002	3.247697e+000
1.228163875874219e-002	1.854156e+000
1.228227094443283e-002	4.489585e-001
1.228286434006769e-002	-9.268817e-001
1.228346669199283e-002	-2.262779e+000
1.228407164394612e-002	-3.433059e+000
1.228470310494536e-002	-4.388551e+000
1.228522512317004e-002	-4.930667e+000
1.228556305381170e-002	-5.140858e+000
1.228570143896110e-002	-5.185253e+000
1.228581650997444e-002	-5.199096e+000
1.228592247681058e-002	-5.197074e+000
1.228602172304552e-002	-5.182057e+000
1.228615190184012e-002	-5.143178e+000
1.228632476111229e-002	-5.062412e+000
1.228650717584916e-002	-4.937186e+000
1.228679673219415e-002	-4.664762e+000
1.228707586571509e-002	-4.311074e+000
1.228760031398819e-002	-3.451474e+000
1.228812219528761e-002	-2.405419e+000
1.228881367175242e-002	-8.148563e-001
1.228940588463184e-002	6.169696e-001
1.229000984121592e-002	2.021538e+000
1.229069270287043e-002	3.394572e+000
1.229132352645312e-002	4.349143e+000
1.229189553800477e-002	4.885993e+000
1.229230374030793e-002	5.040143e+000
1.229271790699114e-002	4.991587e+000
1.229312885564389e-002	4.743519e+000
1.229380466549059e-002	3.985177e+000
1.229451292238530e-002	2.828539e+000
1.229527933434900e-002	1.253678e+000
1.229590008273719e-002	-1.597620e-001
1.229654716989980e-002	-1.638300e+000
1.229718796686885e-002	-2.976365e+000
1.229777339558797e-002	-3.981039e+000
1.229837765620318e-002	-4.712866e+000
1.229895360911387e-002	-5.137871e+000
1.229910657569389e-002	-5.190032e+000
1.229925319240958e-002	-5.196321e+000
1.229942620023989e-002	-5.170434e+000
1.229960013562922e-002	-5.108009e+000
1.229982694099816e-002	-4.978489e+000
1.229999365856428e-002	-4.848110e+000
1.230017556842820e-002	-4.659575e+000
1.230053938815605e-002	-4.182029e+000
1.230090838427575e-002	-3.577208e+000
1.230142821003040e-002	-2.539212e+000
1.230210080498912e-002	-1.009093e+000
1.230268762720428e-002	4.084503e-001
1.230329456342716e-002	1.838565e+000
1.230394804280598e-002	3.204710e+000
1.230451315271934e-002	4.132881e+000
1.230508942234285e-002	4.769019e+000
1.230552513973799e-002	5.015688e+000
1.230590357143323e-002	5.044864e+000
1.230626548712505e-002	4.893325e+000
1.230698931850869e-002	4.205848e+000
1.230772964108261e-002	3.099841e+000
1.230848924950289e-002	1.601485e+000
1.230911472587673e-002	1.948778e-001
1.230970594269818e-002	-1.174389e+000
1.231030200665095e-002	-2.477041e+000
1.231089460633350e-002	-3.591347e+000
1.231150905538805e-002	-4.471543e+000
1.231207599876203e-002	-5.024391e+000
1.231228020459829e-002	-5.144224e+000
1.231239693503423e-002	-5.181104e+000
1.231250851839872e-002	-5.199010e+000
1.231261738229685e-002	-5.202061e+000
1.231272111350514e-002	-5.189188e+000
1.231291184621447e-002	-5.130530e+000
1.231313856576022e-002	-5.010987e+000
1.231338267644519e-002	-4.821543e+000
1.231360422412234e-002	-4.583996e+000
1.231401296401336e-002	-4.012800e+000
1.231443563218038e-002	-3.272884e+000
1.231501632797320e-002	-2.053334e+000
1.231564218581689e-002	-5.878912e-001
1.231621783563894e-002	8.102729e-001
1.231680369782622e-002	2.170302e+000
1.231738506265856e-002	3.349524e+000
1.231793866107222e-002	4.221308e+000
1.231850105847814e-002	4.809810e+000
1.231892313850497e-002	5.026996e+000
1.231930497491881e-002	5.039215e+000
1.231967185578901e-002	4.869800e+000
1.232040561752940e-002	4.130870e+000
1.232121739492826e-002	2.866012e+000
1.232199939782032e-002	1.282006e+000
1.232261896180772e-002	-1.269984e-001
1.232326663665699e-002	-1.609665e+000
1.232390116342124e-002	-2.940805e+000
1.232448498508478e-002	-3.951672e+000
1.232508943586199e-002	-4.690840e+000
1.232569739698882e-002	-5.140937e+000
1.232586090025280e-002	-5.194944e+000
1.232601194114490e-002	-5.197513e+000
1.232618991686064e-002	-5.165079e+000
1.232636731940527e-002	-5.094962e+000
1.232659632051611e-002	-4.954161e+000
1.232678052646557e-002	-4.801084e+000
1.232696096682141e-002	-4.604846e+000
1.232732184753310e-002	-4.108989e+000
1.232773737314218e-002	-3.402157e+000
1.232825476871985e-002	-2.342192e+000
1.232891228936524e-002	-8.226327e-001
1.232949731742172e-002	5.954559e-001
1.233009582926347e-002	1.991193e+000
1.233077812483015e-002	3.379885e+000
1.233135032347684e-002	4.270525e+000
1.233192858423649e-002	4.847781e+000
1.233234689358062e-002	5.037836e+000
1.233273877074782e-002	5.024044e+000
1.233311962839455e-002	4.819896e+000
1.233388134368802e-002	3.997014e+000
1.233466280537310e-002	2.734627e+000
1.233540358394381e-002	1.208135e+000
1.233601505397967e-002	-1.894471e-001
1.233665374464554e-002	-1.649225e+000
1.233730008457041e-002	-2.997100e+000
1.233788715520874e-002	-4.001048e+000
1.233849185611269e-002	-4.728799e+000
1.233905979367846e-002	-5.138923e+000
1.233924237008229e-002	-5.196712e+000
1.233939286967812e-002	-5.198242e+000
1.233956335730086e-002	-5.166520e+000
1.233971886696925e-002	-5.106214e+000
1.233993892574357e-002	-4.970933e+000
1.234018852241943e-002	-4.757758e+000
1.234042086482628e-002	-4.487847e+000
1.234088554964000e-002	-3.780393e+000
1.234144869161620e-002	-2.716199e+000
1.234202102031678e-002	-1.447334e+000
1.234258804034260e-002	-8.289917e-002
1.234318647613404e-002	1.361409e+000
1.234376837718205e-002	2.660625e+000
1.234432269464407e-002	3.697656e+000
1.234490235173751e-002	4.488299e+000
1.234546827181258e-002	4.946698e+000
1.234586689250373e-002	5.054180e+000
1.234625787227651e-002	4.964533e+000
1.234674644576394e-002	4.623259e+000
1.234732716262424e-002	3.924429e+000
1.234805441754116e-002	2.686082e+000
1.234882321038229e-002	1.080785e+000
1.234944030298914e-002	-3.325979e-001
1.235008113432877e-002	-1.788106e+000
1.235074880906327e-002	-3.154916e+000
1.235134128625301e-002	-4.130837e+000
1.235194496936203e-002	-4.836909e+000
1.235232590992944e-002	-5.118359e+000
1.235247572637828e-002	-5.176783e+000
1.235264468730187e-002	-5.204338e+000
1.235274501185378e-002	-5.204572e+000
1.235286170164540e-002	-5.186122e+000
1.235302028310449e-002	-5.137097e+000
1.235316454578447e-002	-5.067878e+000
1.235333602759518e-002	-4.948064e+000
1.235363482686845e-002	-4.665423e+000
1.235391925727226e-002	-4.304302e+000
1.235442777933219e-002	-3.461036e+000
1.235504797170143e-002	-2.202062e+000
1.235571977579211e-002	-6.448378e-001
1.235630193307333e-002	7.674032e-001
1.235689479435000e-002	2.146358e+000
1.235748732434719e-002	3.350984e+000
1.235804252340290e-002	4.226285e+000
1.235860642327836e-002	4.815008e+000
1.235903165779094e-002	5.032373e+000
1.235940904414546e-002	5.043610e+000
1.235977024817447e-002	4.877519e+000
1.236049265623250e-002	4.153404e+000
1.236131223268835e-002	2.879560e+000
1.236210433217305e-002	1.276631e+000
1.236272532000878e-002	-1.360948e-001
1.236337426051075e-002	-1.622119e+000
1.236400976787482e-002	-2.954646e+000
1.236459373475753e-002	-3.964007e+000
1.236519794981318e-002	-4.701652e+000
1.236579577952350e-002	-5.145190e+000
1.236595284404153e-002	-5.198483e+000
1.236609377623437e-002	-5.203658e+000
1.236626069072818e-002	-5.176384e+000
1.236646777974093e-002	-5.099083e+000
1.236667565801059e-002	-4.975449e+000
1.236686719212275e-002	-4.817111e+000
1.236708704326962e-002	-4.576668e+000
1.236746264321962e-002	-4.056468e+000
1.236783333293352e-002	-3.416316e+000
1.236843427614453e-002	-2.167916e+000
1.236910815165253e-002	-5.995604e-001
1.236969148223828e-002	8.155968e-001
1.237028487010550e-002	2.192873e+000
1.237086721774522e-002	3.371822e+000
1.237142064259166e-002	4.239119e+000
1.237198246365579e-002	4.820940e+000
1.237240799756485e-002	5.035184e+000
1.237278410572868e-002	5.043957e+000
1.237314422006488e-002	4.876525e+000
1.237386444873728e-002	4.149566e+000
1.237470137078000e-002	2.841905e+000
1.237549592531077e-002	1.228608e+000
1.237611580597696e-002	-1.839457e-001
1.237676306031354e-002	-1.663854e+000
1.237740595399798e-002	-3.004775e+000
1.237799188134822e-002	-4.006591e+000
1.237859548964515e-002	-4.735897e+000
1.237914518601851e-002	-5.139975e+000
1.237931684303840e-002	-5.198016e+000
1.237946772793111e-002	-5.204117e+000
1.237963788732238e-002	-5.177525e+000
1.237980529744635e-002	-5.117091e+000
1.238002133344208e-002	-4.992735e+000
1.238021620729276e-002	-4.838376e+000
1.238040640146142e-002	-4.637307e+000
1.238078678979875e-002	-4.119908e+000
1.238122208554146e-002	-3.380487e+000
1.238173379715902e-002	-2.330153e+000
1.238238448770742e-002	-8.230098e-001
1.238296862730801e-002	5.948564e-001
1.238356620178303e-002	1.990021e+000
1.238424891105859e-002	3.381377e+000
1.238482124019889e-002	4.273625e+000
1.238539964520753e-002	4.852317e+000
1.238581674232488e-002	5.042855e+000
1.238620628769904e-002	5.030492e+000
1.238658454887365e-002	4.829841e+000
1.238734107122287e-002	4.017608e+000
1.238812282695936e-002	2.759295e+000
1.238886460750516e-002	1.233214e+000
1.238947668435375e-002	-1.660212e-001
1.239011640112367e-002	-1.630867e+000
1.239075892520654e-002	-2.975772e+000
1.239134500676971e-002	-3.984555e+000
1.239194994580240e-002	-4.736535e+000
1.239242254807339e-002	-5.109778e+000
1.239260420987783e-002	-5.182635e+000
1.239279754127781e-002	-5.208405e+000
1.239289656262686e-002	-5.203391e+000
1.239304091317124e-002	-5.169020e+000
1.239324234000119e-002	-5.083719e+000
1.239343851527483e-002	-4.959640e+000
1.239362789384524e-002	-4.793059e+000
1.239392936828560e-002	-4.437088e+000
1.239438816326940e-002	-3.740772e+000
1.239483804471229e-002	-2.889328e+000
1.239550491653190e-002	-1.410094e+000
1.239610266417320e-002	2.356836e-002
1.239672428735863e-002	1.516570e+000
1.239732048916382e-002	2.827660e+000
1.239787186647334e-002	3.827491e+000
1.239844783153963e-002	4.564778e+000
1.239904409104065e-002	4.990124e+000
1.239943262601322e-002	5.057206e+000
1.239980941175893e-002	4.921618e+000
1.240045202725686e-002	4.370120e+000
1.240106595166574e-002	3.517158e+000
1.240186230051788e-002	2.021810e+000
1.240251966632751e-002	5.799208e-001
1.240311378119201e-002	-7.996389e-001
1.240372005772193e-002	-2.156711e+000
1.240433200517620e-002	-3.366655e+000
1.240491758690220e-002	-4.279499e+000
1.240550945188189e-002	-4.913895e+000
1.240589547462380e-002	-5.160743e+000
1.240602694799562e-002	-5.201800e+000
1.240613023037424e-002	-5.212583e+000
1.240623145264214e-002	-5.209768e+000
1.240632621177552e-002	-5.195387e+000
1.240644765660575e-002	-5.159752e+000
1.240661822031752e-002	-5.080913e+000
1.240681593713323e-002	-4.949726e+000
1.240703308180654e-002	-4.757781e+000
1.240723864127563e-002	-4.519952e+000
1.240764976021382e-002	-3.917366e+000
1.240807221210447e-002	-3.153896e+000
1.240866092126517e-002	-1.892941e+000
1.240925986203489e-002	-4.765495e-001
1.240983032913163e-002	9.126193e-001
1.241040944947228e-002	2.252213e+000
1.241098519517592e-002	3.409647e+000
1.241153869164474e-002	4.267515e+000
1.241209967498653e-002	4.838596e+000
1.241251840512686e-002	5.041395e+000
1.241290334436848e-002	5.041981e+000
1.241327442104580e-002	4.858720e+000
1.241401657440045e-002	4.068858e+000
1.241496150534083e-002	2.523677e+000
1.241582793063822e-002	7.118663e-001
1.241645364841496e-002	-7.251319e-001
1.241709278938699e-002	-2.156421e+000
1.241771390603293e-002	-3.384035e+000
1.241829923103328e-002	-4.292884e+000
1.241889072125344e-002	-4.933392e+000
1.241920260365332e-002	-5.141832e+000
1.241934170829184e-002	-5.191024e+000
1.241947001366787e-002	-5.211894e+000
1.241955747676282e-002	-5.214422e+000
1.241964139072835e-002	-5.206613e+000
1.241975405716540e-002	-5.182404e+000
1.241988819022297e-002	-5.134592e+000
1.242004439086501e-002	-5.051908e+000
1.242024139220562e-002	-4.910378e+000
1.242042065127640e-002	-4.737861e+000
1.242077916941795e-002	-4.279554e+000
1.242127445378946e-002	-3.473399e+000
1.242175559530418e-002	-2.507463e+000
1.242250183597365e-002	-7.897843e-001
1.242310942311946e-002	6.787481e-001
1.242372539484137e-002	2.115387e+000
1.242433862916185e-002	3.365126e+000
1.242489652444152e-002	4.243230e+000
1.242546273917758e-002	4.829152e+000
1.242588714308896e-002	5.041332e+000
1.242626354022357e-002	5.048352e+000
1.242662308168995e-002	4.879706e+000
1.242734216462270e-002	4.150692e+000
1.242818183113954e-002	2.834294e+000
1.242898342317154e-002	1.202625e+000
1.242960420479738e-002	-2.140262e-001
1.243025179940543e-002	-1.694382e+000
1.243089904433787e-002	-3.040719e+000
1.243148614875336e-002	-4.038057e+000
1.243208909957243e-002	-4.773890e+000
1.243253452393721e-002	-5.119288e+000
1.243270001643196e-002	-5.185495e+000
1.243288737669732e-002	-5.212344e+000
1.243299415037213e-002	-5.208791e+000
1.243312599403747e-002	-5.180880e+000
1.243330703291549e-002	-5.110796e+000
1.243349190838868e-002	-5.002660e+000
1.243368301090374e-002	-4.841833e+000
1.243404677168193e-002	-4.416230e+000
1.243455694638694e-002	-3.628646e+000
1.243506169036074e-002	-2.647259e+000
1.243573999631014e-002	-1.111249e+000
1.243633099019477e-002	3.172198e-001
1.243694286287452e-002	1.769535e+000
1.243758248553026e-002	3.126860e+000
1.243814432890583e-002	4.074944e+000
1.243871976217339e-002	4.740999e+000
1.243916147849644e-002	5.014756e+000
1.243954253636072e-002	5.062407e+000
1.243990792505115e-002	4.929974e+000
1.244056492057827e-002	4.361751e+000
1.244120327183763e-002	3.472608e+000
1.244195013844403e-002	2.068392e+000
1.244259985323877e-002	6.416605e-001
1.244319464912014e-002	-7.404873e-001
1.244380223459966e-002	-2.105559e+000
1.244441709121883e-002	-3.330148e+000
1.244500273343349e-002	-4.254129e+000
1.244559569756645e-002	-4.893767e+000
1.244603574573251e-002	-5.171604e+000
1.244617119065018e-002	-5.210729e+000
1.244626870569787e-002	-5.216507e+000
1.244638890975817e-002	-5.206555e+000
1.244649824621927e-002	-5.182971e+000
1.244662578639567e-002	-5.135762e+000
1.244680277787229e-002	-5.040291e+000
1.244697689566050e-002	-4.913382e+000
1.244716669606452e-002	-4.733584e+000
1.244741663905076e-002	-4.431494e+000
1.244779913230083e-002	-3.853043e+000
1.244823409195717e-002	-3.045148e+000
1.244885571857751e-002	-1.691374e+000
1.244945323041213e-002	-2.674580e-001
1.245008199778849e-002	1.256685e+000
1.245065143907816e-002	2.545362e+000
1.245120772554699e-002	3.611544e+000
1.245178759155128e-002	4.438552e+000
1.245233998426455e-002	4.924640e+000
1.245274215440511e-002	5.061078e+000
1.245314019324118e-002	5.003801e+000
1.245354994463879e-002	4.755468e+000
1.245414690973282e-002	4.095124e+000
1.245485985738059e-002	2.939715e+000
1.245571625006574e-002	1.187501e+000
1.245635390638593e-002	-2.640574e-001
1.245701437449755e-002	-1.769676e+000
1.245766751744056e-002	-3.117109e+000
1.245825568194200e-002	-4.110951e+000
1.245877579944341e-002	-4.736724e+000
1.245930087612729e-002	-5.130704e+000
1.245948683402363e-002	-5.198959e+000
1.245967202701538e-002	-5.212774e+000
1.245980225025783e-002	-5.197212e+000
1.245995267443272e-002	-5.149508e+000
1.246016313616529e-002	-5.041546e+000
1.246035148078320e-002	-4.905622e+000
1.246053700161727e-002	-4.723204e+000
1.246090804328542e-002	-4.242864e+000
1.246137697385311e-002	-3.474811e+000
1.246184026972964e-002	-2.542640e+000
1.246258577825018e-002	-8.273527e-001
1.246319473616107e-002	6.451902e-001
1.246381249010957e-002	2.082507e+000
1.246449478439795e-002	3.450351e+000
1.246511681513922e-002	4.383664e+000
1.246568800163276e-002	4.910388e+000
1.246609843917706e-002	5.058816e+000
1.246650806638214e-002	5.005571e+000
1.246690650157390e-002	4.767313e+000
1.246751513130059e-002	4.097002e+000
1.246822608965474e-002	2.947463e+000
1.246908918856685e-002	1.181609e+000
1.246972824806508e-002	-2.730790e-001
1.247038970189639e-002	-1.780513e+000
1.247104396198231e-002	-3.128718e+000
1.247163237896810e-002	-4.109059e+000
1.247223340532721e-002	-4.823813e+000
1.247263490492411e-002	-5.126484e+000
1.247279174587231e-002	-5.188766e+000
1.247296316942466e-002	-5.216014e+000
1.247307068468742e-002	-5.214985e+000
1.247319663315792e-002	-5.192853e+000
1.247335581710958e-002	-5.137895e+000
1.247354618743553e-002	-5.035700e+000
1.247373497623599e-002	-4.888656e+000
1.247405718854271e-002	-4.541051e+000
1.247446997476869e-002	-3.951372e+000
1.247495896949800e-002	-3.062307e+000
1.247557355148024e-002	-1.734097e+000
1.247617277437123e-002	-3.074260e-001
1.247680551016649e-002	1.227667e+000
1.247737585810769e-002	2.521890e+000
1.247793339779607e-002	3.594892e+000
1.247851775330562e-002	4.433293e+000
1.247907014928635e-002	4.924131e+000
1.247946992657031e-002	5.063302e+000
1.247986444135230e-002	5.010098e+000
1.248027708091645e-002	4.762136e+000
1.248089151867328e-002	4.083580e+000
1.248160029232391e-002	2.933273e+000
1.248246428478776e-002	1.161367e+000
1.248310321122831e-002	-2.941756e-001
1.248376411007136e-002	-1.799343e+000
1.248442143756756e-002	-3.150646e+000
1.248501053402096e-002	-4.127199e+000
1.248561163875506e-002	-4.815448e+000
1.248613497312950e-002	-5.170071e+000
1.248627913005277e-002	-5.214189e+000
1.248638713901937e-002	-5.218983e+000
1.248652021842579e-002	-5.203889e+000
1.248665353775285e-002	-5.168703e+000
1.248679513865615e-002	-5.108415e+000
1.248694679520852e-002	-5.016619e+000
1.248714620723922e-002	-4.857567e+000
1.248733621342106e-002	-4.658726e+000
1.248771622578476e-002	-4.152103e+000
1.248806532600075e-002	-3.570060e+000
1.248862875394780e-002	-2.428855e+000
1.248927886629078e-002	-9.368293e-001
1.248985797293279e-002	4.705301e-001
1.249045615139608e-002	1.881245e+000
1.249112030352349e-002	3.264704e+000
1.249168820820156e-002	4.187302e+000
1.249226576116863e-002	4.810703e+000
1.249268959419463e-002	5.039189e+000
1.249307124155769e-002	5.058237e+000
1.249343773120355e-002	4.894632e+000
1.249417071049526e-002	4.175313e+000
1.249491484808927e-002	3.038403e+000
1.249569112134753e-002	1.484063e+000
1.249631643784223e-002	6.754883e-002
1.249697228417133e-002	-1.447597e+000
1.249757569168477e-002	-2.743773e+000
1.249815467782262e-002	-3.800937e+000
1.249869452659039e-002	-4.543138e+000
1.249924940120881e-002	-5.064993e+000
1.249940942661982e-002	-5.157888e+000
1.249952869908146e-002	-5.196369e+000
1.249964208264912e-002	-5.215854e+000
1.249977007550362e-002	-5.219547e+000
1.249988594662666e-002	-5.203058e+000
1.250010761723682e-002	-5.127539e+000
1.250032175670236e-002	-5.006474e+000
1.250055125705430e-002	-4.820054e+000
1.250076123405261e-002	-4.589008e+000
1.250118118804923e-002	-3.995898e+000
1.250156328127905e-002	-3.322416e+000
1.250218220444328e-002	-2.011420e+000
1.250287530268306e-002	-3.805372e-001
1.250352009566301e-002	1.180281e+000
1.250410711533215e-002	2.514812e+000
1.250466954804607e-002	3.598740e+000
1.250525574094721e-002	4.439277e+000
1.250580793240885e-002	4.928354e+000
1.250620776047544e-002	5.066073e+000
1.250660244761703e-002	5.011357e+000
1.250701534719950e-002	4.762194e+000
1.250762403584958e-002	4.089079e+000
1.250833310014374e-002	2.938014e+000
1.250919378512310e-002	1.173169e+000
1.250983226909776e-002	-2.819065e-001
1.251049305311790e-002	-1.788431e+000
1.251114868810158e-002	-3.139132e+000
1.251173742036882e-002	-4.127571e+000
1.251227692734060e-002	-4.763071e+000
1.251282451830277e-002	-5.156052e+000
1.251298758990371e-002	-5.211732e+000
1.251312751822857e-002	-5.219011e+000
1.251328754245101e-002	-5.196309e+000
1.251347193168459e-002	-5.133817e+000
1.251366348093985e-002	-5.028744e+000
1.251385544078323e-002	-4.882655e+000
1.251403686303584e-002	-4.698693e+000
1.251439970754107e-002	-4.217834e+000
1.251488645963400e-002	-3.406753e+000
1.251535078906011e-002	-2.465431e+000
1.251600116013387e-002	-9.642647e-001
1.251658816980452e-002	4.621058e-001
1.251719282770407e-002	1.888621e+000
1.251785561530458e-002	3.269467e+000
1.251842290956963e-002	4.190877e+000
1.251899987851532e-002	4.812552e+000
1.251942926882793e-002	5.043394e+000
1.251980344730865e-002	5.062588e+000
1.252016057836883e-002	4.906098e+000
1.252087484048921e-002	4.212712e+000
1.252164311632111e-002	3.045693e+000
1.252242574496248e-002	1.482981e+000
1.252305131872296e-002	6.568217e-002
1.252370762928532e-002	-1.451143e+000
1.252431110525617e-002	-2.747763e+000
1.252489001052504e-002	-3.796093e+000
1.252549578859491e-002	-4.610531e+000
1.252604077055081e-002	-5.118379e+000
1.252605432776323e-002	-5.126822e+000
1.252608144218807e-002	-5.139070e+000
1.252613567103776e-002	-5.160535e+000
1.252624412873713e-002	-5.193956e+000
1.252636356315878e-002	-5.216407e+000
1.252648984401041e-002	-5.221836e+000
1.252662248498753e-002	-5.204782e+000
1.252682390118126e-002	-5.139606e+000
1.252702994400324e-002	-5.030867e+000
1.252719614163733e-002	-4.907138e+000
1.252738542108503e-002	-4.722380e+000
1.252766448835521e-002	-4.377216e+000
1.252802718564847e-002	-3.816700e+000
1.252848793709436e-002	-2.944475e+000
1.252911323251266e-002	-1.566945e+000
1.252970302192518e-002	-1.525441e-001
1.253032009323967e-002	1.343153e+000
1.253088947231012e-002	2.624498e+000
1.253144236018511e-002	3.671886e+000
1.253202036707667e-002	4.478559e+000
1.253257686603813e-002	4.949514e+000
1.253297277336444e-002	5.071415e+000
1.253336168547368e-002	5.002300e+000
1.253379713154805e-002	4.724986e+000
1.253437686794491e-002	4.067143e+000
1.253508981370649e-002	2.893868e+000
1.253593312455127e-002	1.156717e+000
1.253656742911660e-002	-2.917883e-001
1.253722441361366e-002	-1.790152e+000
1.253788223206584e-002	-3.145175e+000
1.253847166631116e-002	-4.139936e+000
1.253896982343839e-002	-4.741953e+000
1.253947397159125e-002	-5.129670e+000
1.253964804704223e-002	-5.199263e+000
1.253983715386187e-002	-5.222468e+000
1.253994625194587e-002	-5.215639e+000
1.254009496079791e-002	-5.177939e+000
1.254029724484311e-002	-5.088920e+000
1.254048064543864e-002	-4.970374e+000
1.254066665316336e-002	-4.806533e+000
1.254093436127069e-002	-4.496298e+000
1.254134496614107e-002	-3.892445e+000
1.254174743135021e-002	-3.156069e+000
1.254238986633944e-002	-1.765745e+000
1.254300252752750e-002	-3.085757e-001
1.254357308827601e-002	1.081291e+000
1.254414981657049e-002	2.404025e+000
1.254471770911293e-002	3.515461e+000
1.254533049420070e-002	4.414718e+000
1.254588340522866e-002	4.920626e+000
1.254628508760240e-002	5.066948e+000
1.254668811745399e-002	5.018202e+000
1.254709300836101e-002	4.778654e+000
1.254771907394755e-002	4.090957e+000
1.254842350203161e-002	2.950502e+000
1.254929064845288e-002	1.171861e+000
1.254993081626740e-002	-2.875746e-001
1.255059290924156e-002	-1.797619e+000
1.255124911589005e-002	-3.149182e+000
1.255183793786157e-002	-4.127815e+000
1.255243893765734e-002	-4.811785e+000
1.255300432487999e-002	-5.179828e+000
1.255317581798964e-002	-5.224112e+000
1.255328266090294e-002	-5.221489e+000
1.255341413380024e-002	-5.196219e+000
1.255355701466369e-002	-5.147033e+000
1.255370141305317e-002	-5.072506e+000
1.255388034473293e-002	-4.947977e+000
1.255404454315386e-002	-4.796670e+000
1.255437293999571e-002	-4.396750e+000
1.255483519786766e-002	-3.678967e+000
1.255528531266551e-002	-2.809650e+000
1.255597699573261e-002	-1.254253e+000
1.255657704065094e-002	1.935518e-001
1.255719893241477e-002	1.680814e+000
1.255781959026083e-002	3.020675e+000
1.255837660373681e-002	3.991208e+000
1.255895031190354e-002	4.687924e+000
1.255943771603354e-002	5.014371e+000
1.255981550223668e-002	5.075985e+000
1.256017783850910e-002	4.955755e+000
1.256080795116830e-002	4.436978e+000
1.256141724212178e-002	3.619039e+000
1.256213576311024e-002	2.300709e+000
1.256281669231249e-002	8.234243e-001
1.256341790463799e-002	-5.722855e-001
1.256403476627910e-002	-1.963552e+000
1.256474618611230e-002	-3.377122e+000
1.256538969785100e-002	-4.367905e+000
1.256599394819820e-002	-4.993959e+000
1.256629852291154e-002	-5.178362e+000
1.256642520991352e-002	-5.216093e+000
1.256652268147313e-002	-5.227351e+000
1.256662255168556e-002	-5.226085e+000
1.256671705034076e-002	-5.213023e+000
1.256684915554301e-002	-5.174275e+000
1.256705440467880e-002	-5.077786e+000
1.256723275554716e-002	-4.957254e+000
1.256743765607346e-002	-4.773690e+000
1.256763616855496e-002	-4.544256e+000
1.256803319351797e-002	-3.967150e+000
1.256843486291730e-002	-3.247442e+000
1.256903093125371e-002	-1.977899e+000
1.256963878314009e-002	-5.428377e-001
1.257021001230645e-002	8.523768e-001
1.257079126477765e-002	2.205944e+000
1.257137020708273e-002	3.382022e+000
1.257192368700572e-002	4.253153e+000
1.257248557603153e-002	4.838929e+000
1.257290477400300e-002	5.052307e+000
1.257328403283170e-002	5.062472e+000
1.257364825493860e-002	4.893060e+000
1.257437669915241e-002	4.153818e+000
1.257521387920955e-002	2.839041e+000
1.257599801915963e-002	1.239627e+000
1.257661614578399e-002	-1.746493e-001
1.257726204288524e-002	-1.657629e+000
1.257790382296939e-002	-3.003112e+000
1.257848954914434e-002	-4.011188e+000
1.257909347785262e-002	-4.747490e+000
1.257964309947280e-002	-5.155693e+000
1.257982358666944e-002	-5.217462e+000
1.257997420428630e-002	-5.223682e+000
1.258014247619530e-002	-5.197550e+000
1.258029990712141e-002	-5.141715e+000
1.258050762810645e-002	-5.022152e+000
1.258074243434484e-002	-4.832940e+000
1.258095833376104e-002	-4.595743e+000
1.258139013259343e-002	-3.968400e+000
1.258194914710266e-002	-2.949656e+000
1.258249317863283e-002	-1.770403e+000
1.258306666122672e-002	-3.981420e-001
1.258363644278620e-002	9.938993e-001
1.258421223468089e-002	2.323744e+000
1.258478370339456e-002	3.465562e+000
1.258533697411617e-002	4.312624e+000
1.258589661698346e-002	4.869486e+000
1.258631362692622e-002	5.061281e+000
1.258669671408249e-002	5.052956e+000
1.258706671509919e-002	4.862375e+000
1.258780671713258e-002	4.076099e+000
1.258863100191021e-002	2.749758e+000
1.258940506627311e-002	1.151878e+000
1.259002019755998e-002	-2.603514e-001
1.259066157480886e-002	-1.728466e+000
1.259131722374591e-002	-3.089716e+000
1.259190661121706e-002	-4.084202e+000
1.259250972161282e-002	-4.812645e+000
1.259293133958339e-002	-5.136344e+000
1.259308784976821e-002	-5.199468e+000
1.259326470586969e-002	-5.227356e+000
1.259337193179378e-002	-5.225853e+000
1.259350278663730e-002	-5.201925e+000
1.259366039234311e-002	-5.146891e+000
1.259383546462333e-002	-5.052759e+000
1.259402394936411e-002	-4.903858e+000
1.259440091884567e-002	-4.487309e+000
