x-axis,MATH
Hertz,dBV
+212.00E+03,-81.05457E+00
+213.00E+03,-81.37500E+00
+214.00E+03,-83.58875E+00
+215.00E+03,-85.19824E+00
+216.00E+03,-85.32031E+00
+217.00E+03,-87.10559E+00
+218.00E+03,-84.70325E+00
+219.00E+03,-82.42969E+00
+220.00E+03,-84.02454E+00
+221.00E+03,-86.99878E+00
+222.00E+03,-88.25000E+00
+223.00E+03,-84.41760E+00
+224.00E+03,-81.96094E+00
+225.00E+03,-84.22229E+00
+226.00E+03,-81.26819E+00
+227.00E+03,-75.32703E+00
+228.00E+03,-73.32813E+00
+229.00E+03,-63.30676E+00
+230.00E+03,-52.26489E+00
+231.00E+03,-47.04333E+00
+232.00E+03,-45.18909E+00
+233.00E+03,-44.92969E+00
+234.00E+03,-46.04846E+00
+235.00E+03,-50.02673E+00
+236.00E+03,-58.44897E+00
+237.00E+03,-70.62488E+00
+238.00E+03,-86.18274E+00
+239.00E+03,-88.05957E+00
+240.00E+03,-85.00781E+00
+241.00E+03,-85.88855E+00
+242.00E+03,-87.26245E+00
+243.00E+03,-87.78125E+00
+244.00E+03,-85.54370E+00
+245.00E+03,-84.10938E+00
+246.00E+03,-90.48877E+00
+247.00E+03,-93.05469E+00
+248.00E+03,-89.55493E+00
+249.00E+03,-86.77112E+00
+250.00E+03,-85.57117E+00
+251.00E+03,-85.28125E+00
+252.00E+03,-86.16199E+00
+253.00E+03,-86.72656E+00
+254.00E+03,-85.70300E+00
+255.00E+03,-85.04688E+00
+256.00E+03,-87.26062E+00
+257.00E+03,-88.22742E+00
+258.00E+03,-86.77112E+00
+259.00E+03,-86.02344E+00
+260.00E+03,-87.35645E+00
+261.00E+03,-88.11572E+00
+262.00E+03,-86.43604E+00
+263.00E+03,-85.39844E+00
+264.00E+03,-87.18372E+00
+265.00E+03,-88.32813E+00
+266.00E+03,-87.97107E+00
+267.00E+03,-86.86145E+00
+268.00E+03,-86.29688E+00
+269.00E+03,-87.22522E+00
+270.00E+03,-87.32043E+00
+271.00E+03,-83.81030E+00
+272.00E+03,-81.76563E+00
+273.00E+03,-84.31262E+00
+274.00E+03,-85.99292E+00
+275.00E+03,-86.19006E+00
+276.00E+03,-88.12976E+00
+277.00E+03,-88.66199E+00
+278.00E+03,-88.25000E+00
+279.00E+03,-87.48828E+00
+280.00E+03,-90.52295E+00
+281.00E+03,-91.92432E+00
+282.00E+03,-90.63708E+00
+283.00E+03,-90.16406E+00
+284.00E+03,-91.33044E+00
+285.00E+03,-89.57874E+00
+286.00E+03,-84.50122E+00
+287.00E+03,-80.10730E+00
+288.00E+03,-76.86206E+00
+289.00E+03,-75.67188E+00
+290.00E+03,-78.17126E+00
+291.00E+03,-79.55920E+00
+292.00E+03,-78.35071E+00
+293.00E+03,-77.66406E+00
+294.00E+03,-80.02063E+00
+295.00E+03,-82.50720E+00
+296.00E+03,-83.51367E+00
+297.00E+03,-83.75781E+00
+298.00E+03,-82.52002E+00
+299.00E+03,-81.72656E+00
+300.00E+03,-81.89319E+00
+301.00E+03,-82.80933E+00
+302.00E+03,-83.94702E+00
+303.00E+03,-84.34375E+00
+304.00E+03,-82.20142E+00
+305.00E+03,-80.82813E+00
+306.00E+03,-70.97339E+00
+307.00E+03,-57.49133E+00
+308.00E+03,-49.39929E+00
+309.00E+03,-45.70422E+00
+310.00E+03,-44.77344E+00
+311.00E+03,-45.01147E+00
+312.00E+03,-47.09216E+00
+313.00E+03,-52.56519E+00
+314.00E+03,-64.51709E+00
+315.00E+03,-74.07947E+00
+316.00E+03,-81.46045E+00
+317.00E+03,-88.21826E+00
+318.00E+03,-87.14404E+00
+319.00E+03,-84.79358E+00
+320.00E+03,-84.65625E+00
+321.00E+03,-85.27515E+00
+322.00E+03,-83.93420E+00
+323.00E+03,-84.62939E+00
+324.00E+03,-86.93164E+00
+325.00E+03,-84.78381E+00
+326.00E+03,-82.93750E+00
+327.00E+03,-83.34216E+00
+328.00E+03,-83.83960E+00
+329.00E+03,-85.65845E+00
+330.00E+03,-87.55969E+00
+331.00E+03,-93.75903E+00
+332.00E+03,-91.08264E+00
+333.00E+03,-84.56348E+00
+334.00E+03,-82.97656E+00
+335.00E+03,-84.64282E+00
+336.00E+03,-85.71094E+00
+337.00E+03,-90.23364E+00
+338.00E+03,-90.56201E+00
+339.00E+03,-85.05786E+00
+340.00E+03,-82.58594E+00
+341.00E+03,-83.60950E+00
+342.00E+03,-81.98047E+00
+343.00E+03,-79.70630E+00
+344.00E+03,-79.18750E+00
+345.00E+03,-80.35388E+00
+346.00E+03,-82.19653E+00
+347.00E+03,-85.06458E+00
+348.00E+03,-85.73901E+00
+349.00E+03,-85.28125E+00
+350.00E+03,-88.25671E+00
+351.00E+03,-87.87891E+00
+352.00E+03,-86.27124E+00
+353.00E+03,-86.17969E+00
+354.00E+03,-89.39319E+00
+355.00E+03,-91.45313E+00
+356.00E+03,-91.81018E+00
+357.00E+03,-89.92053E+00
+358.00E+03,-88.32446E+00
+359.00E+03,-88.17188E+00
+360.00E+03,-91.09973E+00
+361.00E+03,-89.59644E+00
+362.00E+03,-87.42969E+00
+363.00E+03,-88.54846E+00
+364.00E+03,-89.86072E+00
+365.00E+03,-87.52856E+00
+366.00E+03,-82.45654E+00
+367.00E+03,-81.12964E+00
+368.00E+03,-86.31396E+00
+369.00E+03,-91.08997E+00
+370.00E+03,-92.28198E+00
+371.00E+03,-92.31250E+00
+372.00E+03,-91.45557E+00
+373.00E+03,-90.54919E+00
+374.00E+03,-88.15417E+00
+375.00E+03,-86.52759E+00
+376.00E+03,-86.37500E+00
+377.00E+03,-88.18408E+00
+378.00E+03,-88.84387E+00
+379.00E+03,-88.52344E+00
+380.00E+03,-88.99951E+00
+381.00E+03,-87.40039E+00
+382.00E+03,-81.20471E+00
+383.00E+03,-78.01563E+00
+384.00E+03,-67.25635E+00
+385.00E+03,-54.93213E+00
+386.00E+03,-48.71570E+00
+387.00E+03,-46.17542E+00
+388.00E+03,-45.67188E+00
+389.00E+03,-46.52881E+00
+390.00E+03,-50.00598E+00
+391.00E+03,-57.21484E+00
+392.00E+03,-72.34424E+00
+393.00E+03,-79.85156E+00
+394.00E+03,-84.06482E+00
+395.00E+03,-86.76563E+00
+396.00E+03,-90.19336E+00
+397.00E+03,-92.74768E+00
+398.00E+03,-94.52380E+00
+399.00E+03,-95.51563E+00
+400.00E+03,-94.82532E+00
+401.00E+03,-92.66895E+00
+402.00E+03,-91.57031E+00
+403.00E+03,-97.11658E+00
+404.00E+03,-94.17346E+00
+405.00E+03,-88.43677E+00
+406.00E+03,-85.21594E+00
+407.00E+03,-83.79688E+00
+408.00E+03,-82.05920E+00
+409.00E+03,-80.42163E+00
+410.00E+03,-80.08594E+00
+411.00E+03,-81.37134E+00
+412.00E+03,-82.81421E+00
+413.00E+03,-83.21094E+00
+414.00E+03,-84.92480E+00
+415.00E+03,-86.02344E+00
+416.00E+03,-87.57068E+00
+417.00E+03,-87.80078E+00
+418.00E+03,-87.31250E+00
+419.00E+03,-88.12183E+00
+420.00E+03,-89.71179E+00
+421.00E+03,-90.39844E+00
+422.00E+03,-89.94617E+00
+423.00E+03,-88.27563E+00
+424.00E+03,-87.22400E+00
+425.00E+03,-86.02222E+00
+426.00E+03,-85.32031E+00
+427.00E+03,-84.48718E+00
+428.00E+03,-83.95313E+00
+429.00E+03,-84.38159E+00
+430.00E+03,-87.82214E+00
+431.00E+03,-92.20813E+00
+432.00E+03,-87.52979E+00
+433.00E+03,-83.56250E+00
+434.00E+03,-84.72888E+00
+435.00E+03,-85.47656E+00
+436.00E+03,-87.16663E+00
+437.00E+03,-91.93958E+00
+438.00E+03,-89.23450E+00
+439.00E+03,-85.98438E+00
+440.00E+03,-86.24622E+00
+441.00E+03,-87.34241E+00
+442.00E+03,-88.88965E+00
+443.00E+03,-86.66736E+00
+444.00E+03,-81.47144E+00
+445.00E+03,-79.30469E+00
+446.00E+03,-79.92358E+00
+447.00E+03,-82.98633E+00
+448.00E+03,-88.48010E+00
+449.00E+03,-92.35828E+00
+450.00E+03,-86.45740E+00
+451.00E+03,-80.79272E+00
+452.00E+03,-81.84924E+00
+453.00E+03,-86.22058E+00
+454.00E+03,-86.13147E+00
+455.00E+03,-84.08313E+00
+456.00E+03,-82.42664E+00
+457.00E+03,-81.64844E+00
+458.00E+03,-84.43347E+00
+459.00E+03,-84.02881E+00
+460.00E+03,-80.36365E+00
+461.00E+03,-75.60535E+00
+462.00E+03,-64.05811E+00
+463.00E+03,-53.87378E+00
+464.00E+03,-49.31445E+00
+465.00E+03,-48.06995E+00
+466.00E+03,-48.05469E+00
+467.00E+03,-49.72095E+00
+468.00E+03,-54.69287E+00
+469.00E+03,-66.28833E+00
+470.00E+03,-73.75964E+00
+471.00E+03,-75.83606E+00
+472.00E+03,-85.32336E+00
+473.00E+03,-90.07983E+00
+474.00E+03,-89.50000E+00
+475.00E+03,-89.54761E+00
+476.00E+03,-85.65051E+00
+477.00E+03,-83.13281E+00
+478.00E+03,-83.68030E+00
+479.00E+03,-84.41211E+00
+480.00E+03,-85.17993E+00
+481.00E+03,-86.99146E+00
+482.00E+03,-89.79419E+00
+483.00E+03,-90.98438E+00
+484.00E+03,-91.62708E+00
+485.00E+03,-87.56396E+00
+486.00E+03,-82.45776E+00
+487.00E+03,-80.57117E+00
+488.00E+03,-80.28125E+00
+489.00E+03,-80.82874E+00
+490.00E+03,-82.32227E+00
+491.00E+03,-87.52979E+00
+492.00E+03,-91.85046E+00
+493.00E+03,-93.20972E+00
+494.00E+03,-88.00952E+00
+495.00E+03,-82.92896E+00
+496.00E+03,-81.92188E+00
+497.00E+03,-84.06421E+00
+498.00E+03,-85.43750E+00
+499.00E+03,-87.72266E+00
+500.00E+03,-89.13989E+00
+501.00E+03,-87.56213E+00
+502.00E+03,-86.57031E+00
+503.00E+03,-90.02185E+00
+504.00E+03,-92.59143E+00
+505.00E+03,-90.79700E+00
+506.00E+03,-89.50000E+00
+507.00E+03,-92.04700E+00
+508.00E+03,-90.65662E+00
+509.00E+03,-88.71875E+00
+510.00E+03,-89.62329E+00
+511.00E+03,-90.44116E+00
+512.00E+03,-90.78418E+00
+513.00E+03,-88.57349E+00
+514.00E+03,-87.07813E+00
+515.00E+03,-85.57849E+00
+516.00E+03,-84.61719E+00
+517.00E+03,-84.64099E+00
+518.00E+03,-83.48987E+00
+519.00E+03,-80.74268E+00
+520.00E+03,-78.88965E+00
+521.00E+03,-77.45227E+00
+522.00E+03,-76.76563E+00
+523.00E+03,-76.76563E+00
+524.00E+03,-77.64636E+00
+525.00E+03,-79.85339E+00
+526.00E+03,-85.92883E+00
+527.00E+03,-89.14844E+00
+528.00E+03,-90.05298E+00
+529.00E+03,-88.82373E+00
+530.00E+03,-87.66406E+00
+531.00E+03,-88.87805E+00
+532.00E+03,-92.48889E+00
+533.00E+03,-94.30469E+00
+534.00E+03,-95.75671E+00
+535.00E+03,-93.40259E+00
+536.00E+03,-86.96460E+00
+537.00E+03,-79.83142E+00
+538.00E+03,-77.03906E+00
+539.00E+03,-70.25500E+00
+540.00E+03,-60.12195E+00
+541.00E+03,-53.48621E+00
+542.00E+03,-50.63342E+00
+543.00E+03,-50.00781E+00
+544.00E+03,-50.62671E+00
+545.00E+03,-53.57043E+00
+546.00E+03,-60.03528E+00
+547.00E+03,-74.70142E+00
+548.00E+03,-82.11719E+00
+549.00E+03,-83.18835E+00
+550.00E+03,-83.87500E+00
+551.00E+03,-89.06421E+00
+552.00E+03,-93.60461E+00
+553.00E+03,-94.38281E+00
+554.00E+03,-93.28784E+00
+555.00E+03,-87.46814E+00
+556.00E+03,-82.85449E+00
+557.00E+03,-82.00000E+00
+558.00E+03,-83.02356E+00
+559.00E+03,-87.34546E+00
+560.00E+03,-89.36206E+00
+561.00E+03,-89.14844E+00
+562.00E+03,-89.57690E+00
+563.00E+03,-90.04199E+00
+564.00E+03,-87.18860E+00
+565.00E+03,-85.28125E+00
+566.00E+03,-86.89990E+00
+567.00E+03,-87.93750E+00
+568.00E+03,-87.58044E+00
+569.00E+03,-87.35156E+00
+570.00E+03,-85.25684E+00
+571.00E+03,-83.91406E+00
+572.00E+03,-85.62793E+00
+573.00E+03,-86.96460E+00
+574.00E+03,-88.28357E+00
+575.00E+03,-89.48352E+00
+576.00E+03,-92.08240E+00
+577.00E+03,-94.32422E+00
+578.00E+03,-90.28979E+00
+579.00E+03,-84.62939E+00
+580.00E+03,-85.66821E+00
+581.00E+03,-85.25500E+00
+582.00E+03,-83.83594E+00
+583.00E+03,-84.95471E+00
+584.00E+03,-85.67188E+00
+585.00E+03,-88.38550E+00
+586.00E+03,-90.81531E+00
+587.00E+03,-87.04456E+00
+588.00E+03,-84.34375E+00
+589.00E+03,-85.36731E+00
+590.00E+03,-86.68994E+00
+591.00E+03,-88.25977E+00
+592.00E+03,-89.42065E+00
+593.00E+03,-92.95642E+00
+594.00E+03,-93.69006E+00
+595.00E+03,-92.82031E+00
+596.00E+03,-90.84460E+00
+597.00E+03,-84.93640E+00
+598.00E+03,-79.29492E+00
+599.00E+03,-75.80066E+00
+600.00E+03,-74.65625E+00
+601.00E+03,-76.58435E+00
+602.00E+03,-80.46252E+00
+603.00E+03,-90.77319E+00
+604.00E+03,-94.39258E+00
+605.00E+03,-92.45776E+00
+606.00E+03,-87.09644E+00
+607.00E+03,-83.95313E+00
+608.00E+03,-84.23877E+00
+609.00E+03,-86.46899E+00
+610.00E+03,-93.47034E+00
+611.00E+03,-95.54614E+00
+612.00E+03,-89.68311E+00
+613.00E+03,-83.78528E+00
+614.00E+03,-82.00000E+00
+615.00E+03,-82.16663E+00
+616.00E+03,-84.63000E+00
+617.00E+03,-82.28442E+00
+618.00E+03,-70.33862E+00
+619.00E+03,-59.71912E+00
+620.00E+03,-54.61475E+00
+621.00E+03,-52.83008E+00
+622.00E+03,-53.99036E+00
+623.00E+03,-58.27075E+00
+624.00E+03,-67.41199E+00
+625.00E+03,-81.47571E+00
+626.00E+03,-87.62500E+00
+627.00E+03,-95.50403E+00
+628.00E+03,-93.19934E+00
+629.00E+03,-88.24634E+00
+630.00E+03,-88.09375E+00
+631.00E+03,-87.95093E+00
+632.00E+03,-85.21716E+00
+633.00E+03,-83.52344E+00
+634.00E+03,-84.45178E+00
+635.00E+03,-86.59412E+00
+636.00E+03,-89.08557E+00
+637.00E+03,-93.49841E+00
+638.00E+03,-93.28296E+00
+639.00E+03,-91.72656E+00
+640.00E+03,-93.72607E+00
+641.00E+03,-91.08020E+00
+642.00E+03,-87.89600E+00
+643.00E+03,-84.56470E+00
+644.00E+03,-82.70313E+00
+645.00E+03,-83.15540E+00
+646.00E+03,-83.44531E+00
+647.00E+03,-83.94519E+00
+648.00E+03,-85.67004E+00
+649.00E+03,-90.47412E+00
+650.00E+03,-92.97656E+00
+651.00E+03,-91.88159E+00
+652.00E+03,-86.91882E+00
+653.00E+03,-82.83069E+00
+654.00E+03,-81.43726E+00
+655.00E+03,-81.10156E+00
+656.00E+03,-84.41028E+00
+657.00E+03,-87.93567E+00
+658.00E+03,-87.02686E+00
+659.00E+03,-85.86719E+00
+660.00E+03,-88.77124E+00
+661.00E+03,-90.84705E+00
+662.00E+03,-90.98438E+00
+663.00E+03,-91.96033E+00
+664.00E+03,-90.51501E+00
+665.00E+03,-90.85376E+00
+666.00E+03,-92.39795E+00
+667.00E+03,-87.51392E+00
+668.00E+03,-84.18750E+00
+669.00E+03,-85.16345E+00
+670.00E+03,-85.78906E+00
+671.00E+03,-88.35986E+00
+672.00E+03,-89.69836E+00
+673.00E+03,-89.50000E+00
+674.00E+03,-87.38147E+00
+675.00E+03,-82.11963E+00
+676.00E+03,-79.06970E+00
+677.00E+03,-78.71875E+00
+678.00E+03,-78.74255E+00
+679.00E+03,-79.09106E+00
+680.00E+03,-82.51819E+00
+681.00E+03,-87.17273E+00
+682.00E+03,-86.47937E+00
+683.00E+03,-84.96875E+00
+684.00E+03,-83.49292E+00
+685.00E+03,-82.54688E+00
+686.00E+03,-84.28455E+00
+687.00E+03,-87.89783E+00
+688.00E+03,-92.85632E+00
+689.00E+03,-91.31824E+00
+690.00E+03,-88.95313E+00
+691.00E+03,-88.97693E+00
+692.00E+03,-89.30164E+00
+693.00E+03,-83.57288E+00
+694.00E+03,-79.77344E+00
+695.00E+03,-76.67896E+00
+696.00E+03,-66.60205E+00
+697.00E+03,-57.70068E+00
+698.00E+03,-53.86829E+00
+699.00E+03,-52.93750E+00
+700.00E+03,-53.24695E+00
+701.00E+03,-55.56384E+00
+702.00E+03,-61.34937E+00
+703.00E+03,-74.58972E+00
+704.00E+03,-83.28113E+00
+705.00E+03,-87.79163E+00
+706.00E+03,-94.44568E+00
+707.00E+03,-90.96362E+00
+708.00E+03,-84.98706E+00
+709.00E+03,-83.39221E+00
+710.00E+03,-83.13281E+00
+711.00E+03,-83.58508E+00
+712.00E+03,-84.18445E+00
+713.00E+03,-84.38281E+00
+714.00E+03,-84.50183E+00
+715.00E+03,-85.93494E+00
+716.00E+03,-88.82800E+00
+717.00E+03,-90.31543E+00
+718.00E+03,-90.00903E+00
+719.00E+03,-89.73438E+00
+720.00E+03,-96.39941E+00
+721.00E+03,-95.69690E+00
+722.00E+03,-90.55591E+00
+723.00E+03,-87.80505E+00
+724.00E+03,-86.84375E+00
+725.00E+03,-87.46265E+00
+726.00E+03,-87.14526E+00
+727.00E+03,-86.68750E+00
+728.00E+03,-88.94885E+00
+729.00E+03,-89.27966E+00
+730.00E+03,-86.65820E+00
+731.00E+03,-84.91382E+00
+732.00E+03,-83.95923E+00
+733.00E+03,-83.56250E+00
+734.00E+03,-83.87195E+00
+735.00E+03,-85.23669E+00
+736.00E+03,-89.95959E+00
+737.00E+03,-91.57947E+00
+738.00E+03,-90.67493E+00
+739.00E+03,-90.47656E+00
+740.00E+03,-89.50061E+00
+741.00E+03,-87.47058E+00
+742.00E+03,-86.52271E+00
+743.00E+03,-86.49219E+00
+744.00E+03,-90.03894E+00
+745.00E+03,-92.47913E+00
+746.00E+03,-92.58594E+00
+747.00E+03,-89.77710E+00
+748.00E+03,-85.35815E+00
+749.00E+03,-83.67969E+00
+750.00E+03,-87.46448E+00
+751.00E+03,-90.29529E+00
+752.00E+03,-88.50757E+00
+753.00E+03,-82.83923E+00
+754.00E+03,-79.40417E+00
+755.00E+03,-77.34973E+00
+756.00E+03,-76.29688E+00
+757.00E+03,-77.53467E+00
+758.00E+03,-80.37524E+00
+759.00E+03,-84.35352E+00
+760.00E+03,-88.27625E+00
+761.00E+03,-89.10022E+00
+762.00E+03,-88.71875E+00
+763.00E+03,-90.05176E+00
+764.00E+03,-87.26428E+00
+765.00E+03,-84.45361E+00
+766.00E+03,-83.22009E+00
+767.00E+03,-82.62500E+00
+768.00E+03,-85.60046E+00
+769.00E+03,-88.43616E+00
+770.00E+03,-88.36475E+00
+771.00E+03,-86.50928E+00
+772.00E+03,-83.80847E+00
+773.00E+03,-77.02258E+00
+774.00E+03,-68.50269E+00
+775.00E+03,-62.85999E+00
+776.00E+03,-60.71033E+00
+777.00E+03,-60.35938E+00
+778.00E+03,-61.35913E+00
+779.00E+03,-64.92786E+00
+780.00E+03,-72.46997E+00
+781.00E+03,-81.48120E+00
+782.00E+03,-84.92969E+00
+783.00E+03,-88.66687E+00
+784.00E+03,-91.99084E+00
+785.00E+03,-89.25342E+00
+786.00E+03,-87.11719E+00
+787.00E+03,-85.92700E+00
+788.00E+03,-83.78345E+00
+789.00E+03,-82.89844E+00
+790.00E+03,-83.85059E+00
+791.00E+03,-84.72278E+00
+792.00E+03,-85.29529E+00
+793.00E+03,-85.55469E+00
+794.00E+03,-86.62585E+00
+795.00E+03,-88.07422E+00
+796.00E+03,-88.58630E+00
+797.00E+03,-86.98291E+00
+798.00E+03,-83.39832E+00
+799.00E+03,-81.76563E+00
+800.00E+03,-82.93201E+00
+801.00E+03,-82.96558E+00
+802.00E+03,-82.50781E+00
+803.00E+03,-84.36450E+00
+804.00E+03,-84.15027E+00
+805.00E+03,-83.25000E+00
+806.00E+03,-84.08313E+00
+807.00E+03,-85.28369E+00
+808.00E+03,-85.68713E+00
+809.00E+03,-83.86279E+00
+810.00E+03,-82.70313E+00
+811.00E+03,-83.65527E+00
+812.00E+03,-86.00330E+00
+813.00E+03,-90.59253E+00
+814.00E+03,-91.70154E+00
+815.00E+03,-90.98438E+00
+816.00E+03,-89.34192E+00
+817.00E+03,-86.45618E+00
+818.00E+03,-85.28125E+00
+819.00E+03,-90.47046E+00
+820.00E+03,-90.98804E+00
+821.00E+03,-89.11609E+00
+822.00E+03,-89.07031E+00
+823.00E+03,-89.87964E+00
+824.00E+03,-90.39844E+00
+825.00E+03,-95.01636E+00
+826.00E+03,-94.16797E+00
+827.00E+03,-91.63135E+00
+828.00E+03,-87.71411E+00
+829.00E+03,-85.24219E+00
+830.00E+03,-83.33789E+00
+831.00E+03,-79.73682E+00
+832.00E+03,-76.63989E+00
+833.00E+03,-75.44238E+00
+834.00E+03,-75.32031E+00
+835.00E+03,-82.05676E+00
+836.00E+03,-88.04126E+00
+837.00E+03,-89.10938E+00
+838.00E+03,-90.03772E+00
+839.00E+03,-88.75232E+00
+840.00E+03,-87.54688E+00
+841.00E+03,-88.85608E+00
+842.00E+03,-89.69531E+00
+843.00E+03,-88.98120E+00
+844.00E+03,-88.52344E+00
+845.00E+03,-88.85669E+00
